,_id,ltable_ID,rtable_ID,ltable_name,ltable_category,ltable_developer,ltable_rating,rtable_name,rtable_category,rtable_developer,rtable_rating
36739,36739,a2455,b3009,Sniper Shooter Free - Fun Game,Action,Fun Games For Free,4.5,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089
36742,36742,a588,b3009,Hearts Card Game FREE,Card,Breakout Games,4.3,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089
36744,36744,a2846,b3009,Addition Flash Card Match Game,Casual,Eggroll Games,4.2,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089
36745,36745,a3006,b3009,Tetris Block Puzzle Brick Game,Casual,Baca Baca Games,4.1,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089
36748,36748,a1054,b3009,Kids Numbers and Math FREE,Educational,Intellijoy Educational Games for Kids,4.2,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089
36749,36749,a1114,b3009,Peekaboo Kids - Free Kids Game,Education,Tappy Happy kids apps & games for kids,3.8,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089
36752,36752,a3211,b3009,Color Block Puzzle Brick Game,Casual,Baca Baca Games,null,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089
36761,36761,a1756,b3009,Match Jong FREE,Puzzle,Pozirk Games Inc.,4.3,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089
36763,36763,a1835,b3009,Witch Puzzle - Match 3 Game,Puzzle,Upbeat Games: Cool Fun and Addicting Games to Play,4.4,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089
36764,36764,a1840,b3009,Bubble Hunt - puzzle game,Puzzle,Cross Field Inc.,3.8,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089
36765,36765,a1849,b3009,Imago - Puzzle Game,Puzzle,Arkadium Games,4.4,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089
36767,36767,a845,b3010,Knights & Dragons - Action RPG,Action,"Funzio Games, Inc",4.4,Knights &amp; Dragons - Fantasy Role Playing Game,Strategy,"Funzio, Inc",4.27273
36786,36786,a1971,b3014,"Egg, Inc.",Simulation,Auxbrain Inc,4.7,"Egg, Inc.",Strategy,"Auxbrain, Inc.",4.83647
36827,36827,a49,b3016,Forge of Empires,Strategy,InnoGames GmbH,4.4,Forge of Empires,Simulation,InnoGames,13507 Ratings
36830,36830,a965,b3017,Bloons TD 5,Strategy,ninja kiwi,4.6,Bloons TD 5,Action,Ninja Kiwi,4.5913
36831,36831,a109,b3017,Bloons TD Battles,Strategy,ninja kiwi,4.4,Bloons TD 5,Action,Ninja Kiwi,4.5913
36832,36832,a2293,b3017,Bloons TD 4,Casual,ninja kiwi,3.8,Bloons TD 5,Action,Ninja Kiwi,4.5913
36833,36833,a2257,b3019,Diner Dash,Casual,Glu,4.1,Diner Dash,Entertainment,Glu Games Inc,3.84479
36838,36838,a2624,b3021,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Zombie Tower Shooting Defense Free - by Top Free Games,Top Free Games,Top Free Games,4.69363
36841,36841,a686,b3021,Zombie Defense,Strategy,Home Net Games,4.3,Zombie Tower Shooting Defense Free - by Top Free Games,Top Free Games,Top Free Games,4.69363
36842,36842,a756,b3021,Bike Race Pro by T. F. Games,Racing,Top Free Games.,4.7,Zombie Tower Shooting Defense Free - by Top Free Games,Top Free Games,Top Free Games,4.69363
36849,36849,a869,b3021,Myth Defense LF free,Strategy,Smartpix Games,4.3,Zombie Tower Shooting Defense Free - by Top Free Games,Top Free Games,Top Free Games,4.69363
36858,36858,a1977,b3022,RollerCoaster Tycoon Touch,Simulation,"Atari, Inc.",4.1,RollerCoaster Tycoon 4 Mobile,Strategy,Atari,4.15698
36862,36862,a61,b3025,Rise of the Kings,Strategy,ONEMT Ltd,4.3,The Hobbit: Kingdoms of Middle-earth,Strategy,Gaea Mobile Ltd,2.44443
36865,36865,a709,b3025,Kingdoms of Camelot: Battle,Strategy,Gaea Mobile Limited,4,The Hobbit: Kingdoms of Middle-earth,Strategy,Gaea Mobile Ltd,2.44443
36870,36870,a216,b3025,Clash of the Damned,Role Playing,Creative Mobile Publishing,4.1,The Hobbit: Kingdoms of Middle-earth,Strategy,Gaea Mobile Ltd,2.44443
36879,36879,a2795,b3026,Chess - Play & Learn,Board,Chess.com,4.4,Chess - Play &amp; Learn,Strategy,Chess.com,4.77285
36880,36880,a2284,b3027,Hotel Dash Deluxe,Casual,Glu,3.8,Hotel Dash,Entertainment,Glu Games Inc,3.88624
36887,36887,a447,b3030,Plants vs. Zombies\u2122 2,Casual,ELECTRONIC ARTS,4.4,Plants vs. Zombies Heroes,Card,Electronic Arts,4.34148
36888,36888,a2294,b3030,Plants vs. Zombies\u2122,Casual,ELECTRONIC ARTS,4,Plants vs. Zombies Heroes,Card,Electronic Arts,4.34148
36890,36890,a3709,b3030,Plants vs. Zombies\u2122 Heroes,Casual,ELECTRONIC ARTS,4.4,Plants vs. Zombies Heroes,Card,Electronic Arts,4.34148
36897,36897,a773,b3034,King of Thieves,Strategy,ZeptoLab,4.5,King of Thieves,Action,ZeptoLab UK Limited,4.51613
36902,36902,a59,b3038,War Dragons,Strategy,Pocket Gems,4.1,War Dragons,Entertainment,"Pocket Gems, Inc.",4.53731
36907,36907,a2288,b3040,Wedding Dash Deluxe,Casual,Glu,3.9,Wedding Dash,Strategy,Glu Games Inc,4.43197
36930,36930,a775,b3041,Clash of Lords: New Age,Strategy,IGG.COM,4.6,Clash of Lords 2: Heroes War,Action,IGG.COM,3.33333
36934,36934,a853,b3041,Clash of Lords 2: New Age,Strategy,IGG.COM,4.5,Clash of Lords 2: Heroes War,Action,IGG.COM,3.33333
36939,36939,a964,b3041,Castle Clash: Rise of Beasts,Strategy,IGG.COM,4.6,Clash of Lords 2: Heroes War,Action,IGG.COM,3.33333
36950,36950,a2262,b3042,COOKING DASH,Casual,Glu,4.2,Cooking Dash,Entertainment,Glu Games Inc,4.02941
36951,36951,a47,b3043,Heroes of War: Orcs vs Knights,Strategy,NEXON M Inc.,4,Call of Duty: Heroes,Strategy,"Activision Publishing, Inc.",4.74026
36953,36953,a653,b3043,Call of Duty\u00ae: Heroes,Action,"Activision Publishing, Inc.",4.4,Call of Duty: Heroes,Strategy,"Activision Publishing, Inc.",4.74026
36958,36958,a751,b3043,Call of Duty\u00ae: Strike Team,Action,"Activision Publishing, Inc.",3.6,Call of Duty: Heroes,Strategy,"Activision Publishing, Inc.",4.74026
36964,36964,a3550,b3043,Epic Heroes of Knowledge,Educational,"Yogome, Inc.",4.5,Call of Duty: Heroes,Strategy,"Activision Publishing, Inc.",4.74026
36966,36966,a2638,b3044,Nemo's Reef,Strategy,Disney,4,Nemo's Reef,Entertainment,Disney,2.94706
36967,36967,a18,b3045,Word Streak-Words With Friends,Word,Zynga,4.5,Chess With Friends Free,Strategy,Zynga Inc.,4.1898
36968,36968,a1559,b3045,Chess With Friends Free,Board,Zynga,4.3,Chess With Friends Free,Strategy,Zynga Inc.,4.1898
36969,36969,a30,b3045,Words With Friends \u2013 Play Free,Word,Zynga,4.3,Chess With Friends Free,Strategy,Zynga Inc.,4.1898
36971,36971,a1195,b3045,Word Streak:Words With Friends,Word,Zynga,4.5,Chess With Friends Free,Strategy,Zynga Inc.,4.1898
36974,36974,a1439,b3045,Hanging With Friends,Word,Zynga,4.2,Chess With Friends Free,Strategy,Zynga Inc.,4.1898
36975,36975,a1442,b3045,Words With Friends Classic,Word,Zynga,4.3,Chess With Friends Free,Strategy,Zynga Inc.,4.1898
36976,36976,a1532,b3045,Boggle With Friends,Word,Zynga,4.4,Chess With Friends Free,Strategy,Zynga Inc.,4.1898
36978,36978,a201,b3049,Empire: Four Kingdoms,Strategy,Goodgame Studios,4.2,Empire: Four Kingdoms - medieval MMO,Simulation,Goodgame Studios,18431 Ratings
36987,36987,a695,b3052,World of Tanks Blitz,Action,Wargaming Group,4.3,World of Tanks Blitz,Strategy,WARGAMING Group Limited,3.825
36995,36995,a2096,b3057,Gummy Drop!,Puzzle,Big Fish Games,4.3,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
36997,36997,a94,b3057,Bike Race Free Motorcycle Game,Racing,Top Free Games.,4.5,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37000,37000,a2224,b3057,Forest Rescue: Match 3 Puzzle,Puzzle,Qublix Games,4.6,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37008,37008,a2455,b3057,Sniper Shooter Free - Fun Game,Action,Fun Games For Free,4.5,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37011,37011,a514,b3057,Cookie Crush Match 3,Casual,Match 3 Fun Games,4.2,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37012,37012,a588,b3057,Hearts Card Game FREE,Card,Breakout Games,4.3,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37014,37014,a2846,b3057,Addition Flash Card Match Game,Casual,Eggroll Games,4.2,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37016,37016,a3006,b3057,Tetris Block Puzzle Brick Game,Casual,Baca Baca Games,4.1,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37018,37018,a3021,b3057,Forest Smash - Match 3,Casual,Match 3 Fun Games,4.2,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37022,37022,a1114,b3057,Peekaboo Kids - Free Kids Game,Education,Tappy Happy kids apps & games for kids,3.8,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37024,37024,a3171,b3057,Flower Smash Match 3,Casual,Match 3 Fun Games,4.5,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37026,37026,a3211,b3057,Color Block Puzzle Brick Game,Casual,Baca Baca Games,null,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37027,37027,a3223,b3057,Diamond Mania Match 3,Puzzle,Match 3 Fun Games,4.5,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37033,37033,a3681,b3057,Witchdom - Candy Match 3,Casual,1Gamez - Free Games,4.3,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37035,37035,a3698,b3057,Bug Smash Match 3,Adventure,Match 3 Fun Games,4.4,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37039,37039,a1756,b3057,Match Jong FREE,Puzzle,Pozirk Games Inc.,4.3,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37041,37041,a1835,b3057,Witch Puzzle - Match 3 Game,Puzzle,Upbeat Games: Cool Fun and Addicting Games to Play,4.4,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37043,37043,a1839,b3057,Gems of War - Match 3 RPG,Puzzle,505 Games Srl,4.2,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37044,37044,a1840,b3057,Bubble Hunt - puzzle game,Puzzle,Cross Field Inc.,3.8,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37046,37046,a1849,b3057,Imago - Puzzle Game,Puzzle,Arkadium Games,4.4,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37048,37048,a3677,b3057,Fish Frenzy Match 3,Puzzle,Match 3 Fun Games,4.3,Gummy Drop! Free Match 3 Puzzle Game,Inc,"Big Fish Games, Inc",4.5732
37053,37053,a1019,b3059,Star Wars\u2122: Commander,Strategy,Disney,4.3,Star Wars: Commander,Entertainment,Disney,4.54273
37054,37054,a47,b3060,Heroes of War: Orcs vs Knights,Strategy,NEXON M Inc.,4,Hearthstone: Heroes of Warcraft,Entertainment,"Blizzard Entertainment, Inc.",3.65922
37056,37056,a653,b3060,Call of Duty\u00ae: Heroes,Action,"Activision Publishing, Inc.",4.4,Hearthstone: Heroes of Warcraft,Entertainment,"Blizzard Entertainment, Inc.",3.65922
37064,37064,a3550,b3060,Epic Heroes of Knowledge,Educational,"Yogome, Inc.",4.5,Hearthstone: Heroes of Warcraft,Entertainment,"Blizzard Entertainment, Inc.",3.65922
37066,37066,a2589,b3061,Choice of the Ninja,Role Playing,Choice of Games LLC,4,Make It Rain: The Love of Money,Strategy,"Space Inch, LLC",26362 Ratings
37070,37070,a2799,b3061,The Mystery of Crimson Manor,Adventure,MediaCity Games LLC,3.9,Make It Rain: The Love of Money,Strategy,"Space Inch, LLC",26362 Ratings
37071,37071,a2144,b3061,Make It Rain: Love of Money,Casual,"Space Inch, LLC",4.1,Make It Rain: The Love of Money,Strategy,"Space Inch, LLC",26362 Ratings
37074,37074,a734,b3061,Champion of the Gods,Role Playing,Choice of Games LLC,4.5,Make It Rain: The Love of Money,Strategy,"Space Inch, LLC",26362 Ratings
37081,37081,a3479,b3061,The Mystery of Haunted Hollow,Adventure,Point & Click LLC,3.8,Make It Rain: The Love of Money,Strategy,"Space Inch, LLC",26362 Ratings
37086,37086,a965,b3063,Bloons TD 5,Strategy,ninja kiwi,4.6,Bloons TD Battles,Strategy,Ninja Kiwi,4.66406
37087,37087,a109,b3063,Bloons TD Battles,Strategy,ninja kiwi,4.4,Bloons TD Battles,Strategy,Ninja Kiwi,4.66406
37088,37088,a2293,b3063,Bloons TD 4,Casual,ninja kiwi,3.8,Bloons TD Battles,Strategy,Ninja Kiwi,4.66406
37119,37119,a2814,b3066,Chess Free,Board,Optime Software,4,Chess Free,Strategy,Optime Software LLC,3.97327
37121,37121,a1294,b3068,SimCity BuildIt,Simulation,ELECTRONIC ARTS,4.4,SimCity BuildIt,Simulation,Electronic Arts,4.4867
37125,37125,a775,b3069,Clash of Lords: New Age,Strategy,IGG.COM,4.6,Castle Clash: Rise of Beasts,Action,IGG.COM,3.69272
37127,37127,a853,b3069,Clash of Lords 2: New Age,Strategy,IGG.COM,4.5,Castle Clash: Rise of Beasts,Action,IGG.COM,3.69272
37131,37131,a964,b3069,Castle Clash: Rise of Beasts,Strategy,IGG.COM,4.6,Castle Clash: Rise of Beasts,Action,IGG.COM,3.69272
37134,37134,a966,b3072,Boom Beach,Strategy,Supercell,4.5,Boom Beach,Strategy,Supercell,4.24474
37135,37135,a107,b3073,Clash Royale,Strategy,Supercell,4.5,Clash Royale,Strategy,Supercell,4.29331
37136,37136,a2200,b3074,Cooking Fever,Arcade,Nordcurrent,4.4,Cooking Fever,Entertainment,Nordcurrent,4.47539
37146,37146,a161,b3076,Clash of Clans,Strategy,Supercell,4.6,Clash of Clans,Action,Supercell,4.45873
37205,37205,a1520,b3079,Guess The Movie \u00ae - Full,Trivia,June Software Inc,4.5,"Movie Trivia Quiz: Guess pop movie stars, actors, actresses. New fun puzzles!",Word,Innoge Labs Inc.,4.75846
37209,37209,a1126,b3080,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,"FREE Sudoku Pen &amp; Paper Book with 200,000 Puzzles!",Education,Boy Howdy Technology LLC,4.92856
37264,37264,a1482,b3082,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Guess The Movie - 4 Pics 1 Movie,Entertainment,"Conversion, LLC",4.34707
37271,37271,a1501,b3082,Guess the Word,Word,"Random Logic Games, LLC",4.2,Guess The Movie - 4 Pics 1 Movie,Entertainment,"Conversion, LLC",4.34707
37272,37272,a1504,b3082,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess The Movie - 4 Pics 1 Movie,Entertainment,"Conversion, LLC",4.34707
37510,37510,a3208,b3098,Hidden Objects Jungle Secrets,Puzzle,Best Free Hidden Object Mystery Games,3.8,Guess the Difference - Spot What's the Differences and Hidden Objects?,Entertainment,Potato Powered Games Ltd,4.30356
37518,37518,a1482,b3098,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Guess the Difference - Spot What's the Differences and Hidden Objects?,Entertainment,Potato Powered Games Ltd,4.30356
37519,37519,a1484,b3098,Guess The Movie & Character,Trivia,Guess The Movie Logo Quiz Games,4.1,Guess the Difference - Spot What's the Differences and Hidden Objects?,Entertainment,Potato Powered Games Ltd,4.30356
37524,37524,a1501,b3098,Guess the Word,Word,"Random Logic Games, LLC",4.2,Guess the Difference - Spot What's the Differences and Hidden Objects?,Entertainment,Potato Powered Games Ltd,4.30356
37525,37525,a1504,b3098,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess the Difference - Spot What's the Differences and Hidden Objects?,Entertainment,Potato Powered Games Ltd,4.30356
37526,37526,a993,b3098,Build and Play 3D - The Sequel,Casual,Croco Studio Games,4.5,Guess the Difference - Spot What's the Differences and Hidden Objects?,Entertainment,Potato Powered Games Ltd,4.30356
37527,37527,a1508,b3098,Guess The Movie Quiz,Trivia,bubble quiz games,4.1,Guess the Difference - Spot What's the Differences and Hidden Objects?,Entertainment,Potato Powered Games Ltd,4.30356
37779,37779,a2624,b3110,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Logo Quiz - Guess the Brand Trivia Free Word Games,Mediaflex Games,Mediaflex Games,3.73
37791,37791,a1482,b3110,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Logo Quiz - Guess the Brand Trivia Free Word Games,Mediaflex Games,Mediaflex Games,3.73
37792,37792,a1483,b3110,Logo Quiz,Trivia,bubble quiz games,4.3,Logo Quiz - Guess the Brand Trivia Free Word Games,Mediaflex Games,Mediaflex Games,3.73
37793,37793,a1484,b3110,Guess The Movie & Character,Trivia,Guess The Movie Logo Quiz Games,4.1,Logo Quiz - Guess the Brand Trivia Free Word Games,Mediaflex Games,Mediaflex Games,3.73
37799,37799,a1498,b3110,Logo Quiz Fun Plus,Word,logos quiz games,4.4,Logo Quiz - Guess the Brand Trivia Free Word Games,Mediaflex Games,Mediaflex Games,3.73
37801,37801,a1501,b3110,Guess the Word,Word,"Random Logic Games, LLC",4.2,Logo Quiz - Guess the Brand Trivia Free Word Games,Mediaflex Games,Mediaflex Games,3.73
37803,37803,a1504,b3110,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Logo Quiz - Guess the Brand Trivia Free Word Games,Mediaflex Games,Mediaflex Games,3.73
37804,37804,a1508,b3110,Guess The Movie Quiz,Trivia,bubble quiz games,4.1,Logo Quiz - Guess the Brand Trivia Free Word Games,Mediaflex Games,Mediaflex Games,3.73
37862,37862,a2799,b3118,The Mystery of Crimson Manor,Adventure,MediaCity Games LLC,3.9,"Guess The Movie Game - A film pop quiz trivia to test your knowledge of blockbusters. From Conjuring and Carrie to Despicable Me, Thor and Jackass: quotes, hints, posters, actors &amp; actresses.",Word,W8 LLC,4.6041
37875,37875,a2589,b3118,Choice of the Ninja,Role Playing,Choice of Games LLC,4,"Guess The Movie Game - A film pop quiz trivia to test your knowledge of blockbusters. From Conjuring and Carrie to Despicable Me, Thor and Jackass: quotes, hints, posters, actors &amp; actresses.",Word,W8 LLC,4.6041
37880,37880,a734,b3118,Champion of the Gods,Role Playing,Choice of Games LLC,4.5,"Guess The Movie Game - A film pop quiz trivia to test your knowledge of blockbusters. From Conjuring and Carrie to Despicable Me, Thor and Jackass: quotes, hints, posters, actors &amp; actresses.",Word,W8 LLC,4.6041
37915,37915,a3479,b3118,The Mystery of Haunted Hollow,Adventure,Point & Click LLC,3.8,"Guess The Movie Game - A film pop quiz trivia to test your knowledge of blockbusters. From Conjuring and Carrie to Despicable Me, Thor and Jackass: quotes, hints, posters, actors &amp; actresses.",Word,W8 LLC,4.6041
37917,37917,a1482,b3118,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,"Guess The Movie Game - A film pop quiz trivia to test your knowledge of blockbusters. From Conjuring and Carrie to Despicable Me, Thor and Jackass: quotes, hints, posters, actors &amp; actresses.",Word,W8 LLC,4.6041
37922,37922,a1501,b3118,Guess the Word,Word,"Random Logic Games, LLC",4.2,"Guess The Movie Game - A film pop quiz trivia to test your knowledge of blockbusters. From Conjuring and Carrie to Despicable Me, Thor and Jackass: quotes, hints, posters, actors &amp; actresses.",Word,W8 LLC,4.6041
37923,37923,a1504,b3118,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,"Guess The Movie Game - A film pop quiz trivia to test your knowledge of blockbusters. From Conjuring and Carrie to Despicable Me, Thor and Jackass: quotes, hints, posters, actors &amp; actresses.",Word,W8 LLC,4.6041
38044,38044,a3260,b3126,Trip to the zoo for kids,Educational,Kids Games Projects,4.4,Guess the Sneakers - Kicks Quiz for Sneakerheads,Inc.,"Tapgang Apps and Games, Inc.",3
38045,38045,a1484,b3126,Guess The Movie & Character,Trivia,Guess The Movie Logo Quiz Games,4.1,Guess the Sneakers - Kicks Quiz for Sneakerheads,Inc.,"Tapgang Apps and Games, Inc.",3
38047,38047,a793,b3126,Battle for the Galaxy,Strategy,AMT Games,4.2,Guess the Sneakers - Kicks Quiz for Sneakerheads,Inc.,"Tapgang Apps and Games, Inc.",3
38048,38048,a1501,b3126,Guess the Word,Word,"Random Logic Games, LLC",4.2,Guess the Sneakers - Kicks Quiz for Sneakerheads,Inc.,"Tapgang Apps and Games, Inc.",3
38050,38050,a1482,b3126,Guess the GIF,Trivia,"Random Logic Games, LLC",4.3,Guess the Sneakers - Kicks Quiz for Sneakerheads,Inc.,"Tapgang Apps and Games, Inc.",3
38053,38053,a1504,b3126,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess the Sneakers - Kicks Quiz for Sneakerheads,Inc.,"Tapgang Apps and Games, Inc.",3
38054,38054,a1508,b3126,Guess The Movie Quiz,Trivia,bubble quiz games,4.1,Guess the Sneakers - Kicks Quiz for Sneakerheads,Inc.,"Tapgang Apps and Games, Inc.",3
38055,38055,a1520,b3126,Guess The Movie \u00ae - Full,Trivia,June Software Inc,4.5,Guess the Sneakers - Kicks Quiz for Sneakerheads,Inc.,"Tapgang Apps and Games, Inc.",3
38177,38177,a2647,b3146,The Price is Right\u2122 Slots,Casino,Ludia Inc.,4.2,The Price is Right Decades,Family,Ludia,3.95624
38178,38178,a2723,b3146,The Price Is Right\u2122 Bingo,Casino,Ludia Inc.,4.2,The Price is Right Decades,Family,Ludia,3.95624
38181,38181,a1484,b3147,Guess The Movie & Character,Trivia,Guess The Movie Logo Quiz Games,4.1,Color Mania - Guess the Color!,Trivia,The Wild Labs,3195 Ratings
38189,38189,a1533,b3147,Wordie: Guess the Word,Word,The FastMind,4.5,Color Mania - Guess the Color!,Trivia,The Wild Labs,3195 Ratings
38203,38203,a2959,b3149,Tsuro - The Game of the Path,Board,Thunderbox Entertainment,4.7,QuizCraze Characters - guess what's the hi color character in this mania logos quiz trivia game,Trivia,VZO entertainment,3.90698
38226,38226,a1524,b3150,Jeopardy! HD,Trivia,Sony Pictures Television,4,JEOPARDY! HD - America's Favorite Quiz Game,Trivia,Sony Pictures Television,3.8484
38297,38297,a1129,b3158,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,"Math Splash Bingo : Fun Numbers Academy of Games and Drills for 1st, 2nd, 3rd, 4th and 5th Grade Elementary &amp; Primary School Math",Educational,DartFrog llc,3.44248
38310,38310,a3622,b3158,Shapes and Colors for babies,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.5,"Math Splash Bingo : Fun Numbers Academy of Games and Drills for 1st, 2nd, 3rd, 4th and 5th Grade Elementary &amp; Primary School Math",Educational,DartFrog llc,3.44248
38312,38312,a3625,b3158,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,"Math Splash Bingo : Fun Numbers Academy of Games and Drills for 1st, 2nd, 3rd, 4th and 5th Grade Elementary &amp; Primary School Math",Educational,DartFrog llc,3.44248
38322,38322,a1726,b3159,2048 Number puzzle game,Puzzle,Estoty Entertainment LLC,4.4,"2048 Number Puzzle game + Best 2048 app with unlimited undo feature, 5x5 mode, time survival mode plus #1 multiplayer",Board,Estoty,4.25509
38344,38344,a1511,b3160,Quiz Run,Trivia,VOODOO,4.3,Quiz Run - Challenge your friends!,Trivia,Voodoo,4.4516
38355,38355,a1312,b3165,Quiz of Kings,Trivia,Elyas Nadali,4.2,Quiz of Kings,Education,Elyas Nadali,3.45
38386,38386,a480,b3168,PBS KIDS Games,Educational,PBS KIDS,4.1,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38387,38387,a2624,b3168,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38396,38396,a2933,b3168,Kids Shopping Games,Educational,Hippo Kids Games,4.2,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38399,38399,a989,b3168,Kids Shapes & Colors Preschool,Educational,Intellijoy Educational Games for Kids,4.1,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38400,38400,a3583,b3168,Colors Matching Games for Kids,Educational,Eggroll Games,4.3,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38404,38404,a1052,b3168,Kids Preschool Puzzles (Lite),Educational,Intellijoy Educational Games for Kids,4.3,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38405,38405,a1054,b3168,Kids Numbers and Math FREE,Educational,Intellijoy Educational Games for Kids,4.2,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38408,38408,a1098,b3168,Train Games for Kids: Puzzles,Education,Scott Adelman Apps Inc,3.8,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38411,38411,a1114,b3168,Peekaboo Kids - Free Kids Game,Education,Tappy Happy kids apps & games for kids,3.8,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38413,38413,a1120,b3168,Savanna - Coloring Games Kids,Educational,MagisterApp - Educational Games for kids,3.9,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38415,38415,a1129,b3168,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
38416,38416,a1135,b3168,Dino Puzzle Games for Kids,Puzzle,Tiltan Games,4,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667
