"ID","name","category","developer","rating"
"b356","Solitare free for iPhone &amp; iPad","Entertainment","Kirill Shishkin","4.25713"
"b357","Neko Atsume: Kitty Collector","Board","Hit-Point Co., Ltd.","4.71045"
"b358","Checkers","Entertainment","DoraLogic","2.59999"
"b359","Cross Fingers","Board","Mobigame","4.45559"
"b360","Four in a Row Free","Board","Optime Software LLC","3.64164"
"b361","Poker Heat - Free VIP Texas Holdem Poker League","Casino","Playtika LTD","3.78947"
"b362","Solitaire ++","Entertainment","Jelly Box Apps Ltd","4.38217"
"b363","Slot Bonanza: Play the Best Vegas Casino Machines!","Casino","InfiApps Ltd.","4.0"
"b364","Jackpot Poker by PokerStars - Free Online Poker","Casino","Stars Mobile Limited","4.68419"
"b365","Blackjack ","Games","Green Panda Games","4.60748"
"b366","Casino Tower - Free Casino Slot Machine Games","Toy Studio LLC","Toy Studio LLC","4.67924"
"b367","Card Wars Kingdom - Adventure Time","Action","Cartoon Network","4.27273"
"b368","Hearts Free","Entertainment","Optime Software LLC","3.84224"
"b369","WWE SuperCard","Entertainment","2K","4.06686"
"b370","Chess With Friends Free","Strategy","Zynga Inc.","4.1898"
"b371","MONOPOLY Game","Entertainment","Electronic Arts","2.74648"
"b372","AdVenture Capitalist!","Board","Kongregate","4.5325"
"b373","Golf Pro! eSports Golf Game","Casino","Game Masons, LLC","146 Ratings"
"b374","Live Holdem Poker","Card","GeaxGame Inc","4.27632"
"b375","Video Poker Games","Katzou Ly","Katzou Ly","4.46922"
"b376","Slots Heaven - FREE Slot Machine Game","Lifestyle","Super Lucky Casino Inc.","4.50325"
"b377","Bingo Rush 2","Entertainment","Playtika Santa Monica, LLC","3.8"
"b378","1001 Ultimate Mahjong Free","Card","Chillingo Ltd","3.52431"
"b379","Solitaire Blitz: Lost Treasures","Entertainment","PopCap","2.95105"
"b380","Dice With Buddies Free: Fun New Social Dice Game","Board","Scopely","4.13228"
"b381","YAHTZEE With Buddies: The Classic Dice Game Free","Board","Scopely","3.99086"
"b382","Merged!","Puzzle","GramGames","4.29744"
"b383","SCRABBLE Free","Word","Electronic Arts","3.86957"
"b384","Dots Free","Entertainment","Optime Software LLC","4.22665"
"b385","Cube Cube - a Free Blocky Multiplayer Puzzle Game","Casino","Tether Studios","4.76786"
"b386","Slots Favorites: Play Slot Machines Free","Card","Super Lucky Casino Inc.","4.82517"
"b387","Texas Holdem Offline Poker","Card","The Othernet, LLC","4.84625"
"b388","TX Poker - Texas Holdem Free Casino","Card","Murka Entertainment Limited","4.0"
"b389","VIP Deluxe Slots Machines Free - Slot Games in HD","Casino","Super Lucky Casino Inc.","4.89163"
"b390","TriPeaks Solitaire by MobilityWare","Card","MobilityWare","4.46333"
"b391","Gin Rummy Plus - Free Online Card Game","Games","Peak Games","4.46865"
"b392","War Free","Entertainment","Optime Software LLC","52054 Ratings"
"b393","Spades Plus","Games","Peak Games","5094 Ratings"
"b394","Roll the Ball - slide puzzle","Entertainment","BitMango","4.52663"
"b395","Panda Cookie - pop &amp; smash jam Match 3 Games Free","Board","Kirill Shishkin","2.53333"
"b396","Mancala: FS5 (FREE)","Family","FlipSide5, Inc.","3.71675"
"b397","Word Cookies!","Board","BitMango","4.6281"
"b398","Poker","Casino","Storm8 Studios","3.88372"
"b399","Classic Slots","Casino","JoyEggs.com","4.85067"
"b400","Jackpot City Slots Free Casino Slot Tournaments","Inc","Big Fish Games, Inc","4.57735"
"b401","Slots - Lucky Win Casino Games: Free Slot Machines","Entertainment","Luckjoy Co., Limited","4.85207"
"b402","Live Holdem Pro Poker - Texas Holdem Card Games","Appchi Media Ltd","Appchi Media Ltd","4.0"
"b403","Spin2Win","Entertainment","Apostek Software","3.10842"
"b404","Big Win Hockey","Sports","Hothead Games Inc.","4.16249"
"b405","Phase 10 Free - Play Your Friends!","Card","Magmic Inc.","2.64286"
"b406","Word Search Puzzles","Board","Storm8 Studios","4.58369"
"b407","Magic Jigsaw Puzzles","Entertainment","ZiMAD","4.50169"
"b408","Jenga","Board","NaturalMotion","4.033"
"b409","Block! Hexa Puzzle","Board","BitMango","4.30809"
"b410","Texas HoldEm Poker Deluxe","Entertainment","IGG.COM","2.59091"
"b411","iHeart Love Compatibility Match Calculator Free: Classic Version - Test Your Crush!","Dice","RFAM Group LLC","3.39706"
"b412","Buffalo Slots Free-Royal Casino Fun Slot Machines!","Dice","Luckios Game Co., Ltd.","4.63636"
"b413","Spin It Rich! Casino Slots: Free Slot Machines","Casino","Zynga Inc.","4.51316"
"b414","Card Shark Solitaire","Card","Easy 8 Software","4.81423"
"b415","Slots 777 Casino Las Vegas-Style Slot Machines","Entertainment","Appchi Media Ltd","3.41667"
"b416","Pyramid Solitaire Saga","Entertainment","King","27200 Ratings"
"b417","Fairway Solitaire","Inc","Big Fish Games, Inc","4.7271"
"b418","Fairway Solitaire Blast","Inc","Big Fish Games, Inc","4.71752"
"b419","Chess Free","Strategy","Optime Software LLC","3.97327"
"b420","Unroll Me - unblock the slots","Board","Turbo Chilli Pty Ltd","4.29251"
"b421","Jigsaw Puzzle","Puzzle","Critical Hit Software, LLC","4.6262"
"b422","Checkers Free","Entertainment","Optime Software LLC","3.89353"
"b423","Tic Tac Toe Free","Entertainment","Optime Software LLC","3.82728"
"b424","Slots Era - Free Casino Slot Machines","Card","Murka Entertainment Limited","4.6819"
"b425","Double Diamond","Card","David Grant","4.61503"
"b426","Solitaire 2.0 -Play the Classic Card Game for Free","Games","Parconia Games","4.35526"
"b427","Solitaire - Free Classic Card Games For You","Entertainment","ri su","123 Ratings"
"b428","Coin Party: Carnival Pusher","Entertainment","Mindstorm Studios","4.38748"
"b429","SLOTS Downtown Deluxe - Free Classic Slot Casino","Entertainment","Rocket Speed, Inc.","4.89473"
"b430","1010!","Board","GramGames","4.14628"
"b431","Ruzzle","Board","MAG Interactive","99660 Ratings"
"b432","Sudoku","Board","Finger Arts","4.83399"
"b433","Two Dots","Puzzle","Playdots, Inc.","4.21982"
"b434","Slots Galaxy: Free Fun Vegas Casino Slot Machines","Casino","Tap Slots Inc.","4.68586"
"b435","Poker","Card","Contradictory","2.66667"
"b436","Star Spins Slots - Slots App &amp; Fun Casino Games","Gamesys","Gamesys","4.10417"
"b437","Wheel of Fortune Slots Casino with Vanna White","Entertainment","Game Show Network","4.50243"
"b438","Video Poker ","Entertainment","Robert Suh","3.92109"
"b439","Solitaire","Card","Byterun","4.0"
"b440","My NBA 2K17","Card","2K","2.21176"
"b441","2048","Entertainment","Ketchapp","4.28819"
"b442","Rolling Sky","Music","Cheetah Technology Corporation Limited","4.51656"
"b443","Words With Friends: Free Word Game - Fun for All","Word","Zynga Inc.","4.29223"
"b444","Unblock Me FREE","Puzzle","Kiragames Co., Ltd.","4.75386"
"b445","Flow Free","Entertainment","Big Duck Games LLC","4.58575"
"b446","Candy Party: Coin Carnival Dozer","Entertainment","Mindstorm Studios","4.67148"
"b447","Slots Vacation - Free Slot Machines","Casino","Scopely","8685 Ratings"
"b448","Ace Coin BullDozer: Dozer of Coins","Entertainment","Tiny Mobile Inc.","3.85514"
"b449","Hot Vegas Slots Casino: Free Slot Games","Super Lucky Casino Inc.","Super Lucky Casino Inc.","4.75687"
"b450","Craps Lite","Entertainment","James Leno","4.5"
"b451","Spades+","Family","A Star Software LLC","4.44444"
"b452","Words With Friends Classic","Word","Zynga Inc.","3.13605"
"b453","Texas Holdem Poker Free","Casino","Viaden","4.0862"
"b454","Poker Party - Texas Holdem Game","Games","Crave Games","1110 Ratings"
"b455","Casino Frenzy - Free Slots and Video Poker","Casino","Felix Lab Inc.","4.51382"
"b456","Free Video Poker","Casino","MobilityWare","4.60526"
"b457","Plants vs. Zombies Heroes","Card","Electronic Arts","4.34148"
"b458","Solitaire TriPeaks","Card","Game Show Network","4.3215"
"b459","Roulette - Casino Style","Casino","Rnf Technologies","4.84127"
"b460","Craps Master 3D","Casino","AreaSixtyOne LLC","4.23637"
"b461","Bingo Crack","Entertainment","Etermax","3.9431"
"b462","Solitaire ","Casino","Zentertain Ltd.","4.84544"
"b463","Slots Casino","Casino","YUAN LI","3.69697"
"b464","Bubble Pop Free","Entertainment","Hong Lu","4.56522"
"b465","Yu-Gi-Oh! Duel Links","Entertainment","KONAMI","4.78355"
"b466","FreeCell Free","Entertainment","MobilityWare","4.52123"
"b467","Mahjong!!","Card","Mahjong","4.68677"
"b468","Progressive Slots Pro","Casino","Avalinx LLC","3.89552"
"b469","Sex Dice 3D Lite -Love game very HOT-","Entertainment","Gregory BAL","2.95455"
"b470","Bingo Rush by Buffalo Studios","Arcade","Playtika Santa Monica, LLC","3.65583"
"b471","POP! Slots - Play Free Vegas Slots","Entertainment","PlayStudios","4.49206"
"b472","Hearthstone: Heroes of Warcraft","Entertainment","Blizzard Entertainment, Inc.","3.65922"
"b473","Cribbage Pro","Card","Fuller Systems, Inc.","4.15385"
"b474","The Price is Right Bingo","Arcade","Ludia","4.24347"
"b475","DoubleUp Slots Casino: Free Slot Games Offline","Casino","Super Lucky Casino Inc.","4.7807"
"b476","DoubleHit Casino - FREE Slots, VEGAS Casino","Card","Ford Wang","4.8322"
"b477","Vegas Downtown Slots - Casino Slot Machines Games","Playtika LTD","Playtika LTD","4.77128"
"b478","Casino &amp; Sportsbook(Poker,Blackjack,Slots,Craps)","Sports","gApp Technology, Inc.","10510 Ratings"
"b479","Heads Up!","Entertainment","Warner Bros.","4.62564"
"b480","Evil Apples: A Filthy Adult Card &amp; Party Game","Word","Evil Studios Limited","4.70507"
"b481","Casino Master - Slots BlackJack Roulette Poker","Casino","Second Game Studio","3.36842"
"b482","Slots - Titan's Way","Card","TOPGAME","3.85"
"b483","21 Pro: Blackjack Multi-Hand","Entertainment","Avalinx LLC","4.22222"
"b484","SLOTS - Black Diamond Casino Slot Machines Games","Zynga Inc.","Zynga Inc.","4.71983"
"b485","Blackjack","Card","Brainium Studios LLC","4.48876"
"b486","Slingo Adventure - Free Bingo Spin Game","Entertainment","Blastworks Limited","2.21428"
"b487","High 5 Casino - Free Real Vegas Slots!","Games","High 5 Games","4.09375"
"b488","Gin Rummy *","Casino","Trivial Technology","12071 Ratings"
"b489","Tiny Tower Vegas","Casino","NimbleBit LLC","4.58289"
"b490","Slots - Classic Vegas Casino, FREE Slots","Card","Ford Wang","4.82535"
"b491","Headsup Poker Free (Hold'em, Blackjack, Omaha)","Casino","Haolan Qin","3.86207"
"b492","Charades! Free","Word","FatChicken Studios","4.29708"
"b493","Solitaire","Card","Harpan LLC","4.31615"
"b494","Pharaohs Way slots machines free casino games","Casino","Kirill Shishkin","4.59999"
"b495","Hot Shot Slots Free Casino Games &amp; Slot Machines","Social Networking","Phantom EFX","4.58059"
"b496","SLOTS - Lucky Win Casino Games: Free Slot Machine","Entertainment","Moriam Akter","71852 Ratings"
"b497","Slots Craze - Free Slots Games","Luck Genome ltd.","Luck Genome ltd.","4.3"
"b498","Willy Wonka Slots: Free Vegas Casino Slot Machines","Casino","Zynga Inc.","4.73853"
"b499","Farkle Addict : 10,000 Dice Casino Deluxe","Entertainment","Robert Suh","4.34673"
"b500","Virtual Horse Racing 3D Lite","Entertainment","Natenai Ariyatrakool","3.31183"
"b501","Infinity Slots Free Casino Slot Machine","Card","Murka Entertainment Limited","4.63314"
"b502","Yatzy Addict","Dice","Robert Suh","4.27609"
"b503","The Wheel Deal Slots Casino","Card","Yazino Technologies Limited","7561 Ratings"
"b504","Bingo Blingo","Board","RockYou, Inc.","2.28571"
"b505","Coin Dozer - Seasons","Casino","Game Circus LLC","3.80503"
"b506","Blackjack - Play Free Vegas Table Games and More!","Card","PlayStudios","3.46472"
"b507","Coin Dozer - World Tour","Casino","Game Circus LLC","3.66346"
"b508","Old Vegas Slots: Free Classic Casino Slot Machines","LLC","DGN Games, LLC","3.28571"
"b509","Lucky Play Slots of Vegas - Free Casino Slot Games","RocketPlay","RocketPlay","14141 Ratings"
"b510","Brothers in Arms 3: Sons of War","Action","Gameloft","4.42396"
"b511","Ace Fishing: Wild Catch","Action","Com2uS USA, Inc.","4.65"
"b512","Gold Fish Free Slots Slot Machine Casino Games","Phantom EFX","Phantom EFX","4.66195"
"b513","FreeCell Solitaire","Entertainment","Finger Arts","4.80381"
"b514","CLUE Bingo","Board","Storm8 Studios","2.94595"
"b515","GSN Grand Casino - Play Free Slots, Bingo, Video Poker and more!","Card","Game Show Network","3.9538"
"b516","Slots Journey","Casino","Murka Entertainment Limited","3.77143"
"b517","War of Nations - PVP Strategy MMO","Strategy","RockYou, Inc.","3.02632"
"b518","Running Fred","Entertainment","Dedalord S.R.L.","4.33025"
"b519","Basketball Showdown","Sports","Naquatic LLC","4.46539"
"b520","Real Boxing 2 ROCKY","Action","Vivid Games S.A.","3.66667"
"b521","Solitaire by MobilityWare","Casino","MobilityWare","none"
"b522","Slots Pharaoh's Fire - The best free slots!","Entertainment","CERVO MEDIA GMBH","4.62962"
"b523","Slot Machine: Free Slots &amp; Casino","Casino","Apostek Software","3.5"
"b524","Quick Hit Slots Free Casino Slot Machines Games","Appchi Media Ltd","Appchi Media Ltd","3.49254"
"b525","Scatter Slots Free Vegas Casino Slot Machines","Entertainment","Murka Entertainment Limited","4.56445"
"b526","Tap Sports Baseball 2015","Action","Glu Games Inc","4.34101"
"b527","Fresh Deck Poker - Live Texas Hold'em","Casino","Game Show Network","4.09999"
"b528","Hot Wheels: Race Off","Action","Hutch Games Ltd","4.44018"
"b529","Circle The Dot","Puzzle","Ketchapp","3.63431"
"b530","The Price is Right Slots","Arcade","Ludia","3.7913"
"b531","my KONAMI Slots - Play Free Las Vegas Casino Slots","Card","PlayStudios","4.52829"
"b532","Viva Slots Las Vegas Free Classic Casino Games","Rocket Speed","Rocket Speed, Inc.","4.84687"
"b533","Solitaire Free","Entertainment","Storm8 Studios","4.25647"
"b534","Xtreme Slots - FREE Las Vegas Casino Slot Machines","Card","Meme, Inc","4.22581"
"b535","DomiNations","Entertainment","NEXON M Inc.","4.39712"
"b536","Blackjack 21 + Free Casino-style Blackjack game","Entertainment","Smash Atom Software LLC","4.17019"
"b537","Lucky Slots: Free Vegas Casino Simulator","Casino","RockYou, Inc.","3.66667"
"b538","DoubleU Casino - Free Slots, Video Poker and More","Casino","DoubleUGames Co., Ltd.","4.48496"
"b539","Wizard of Oz - Vegas Casino Slot Machine Games","Zynga Inc.","Zynga Inc.","4.83662"
"b540","Bingo Pop","Games","Uken Games","4.15385"
"b541","Plants vs. Zombies FREE","Puzzle","Electronic Arts","4.06154"
"b542","MARVEL Future Fight","Action","Netmarble Games Corp.","4.13019"
"b543","Born to be Rich Slot Machine","Entertainment","Smash Atom Software LLC","4.20531"
"b544","Caesars Slots Free Slot Machine Games","Playtika LTD","Playtika LTD","4.64308"
"b545","Slots - Huuuge Casino: Free Slot Machines","Entertainment","Huuuge Games Sp. z o.o.","3.82759"
"b546","VIP Poker","Casino","TinyCo, Inc.","4.28618"
"b547","Jackpot Party Casino Slots- Free Vegas Slot Games","Phantom EFX","Phantom EFX","4.65663"
"b548","Jet Car Stunts 2","Entertainment","True Axis","3.88889"
"b549","Big Win Slots- New Las Vegas Casino Slot Machines","Entertainment","Mobile Deluxe","4.5"
"b550","Heart of Vegas Slots Casino Slot Machine Games","Product Madness","Product Madness","4.46939"
"b551","Hit it Rich! Free Casino Slots - Slot Machines","Casino","Zynga Inc.","4.35358"
"b552","Blackjack","Casino","TapTapBoom Ltd.","4.55714"
"b553","Jackpotjoy Slots - Casino Games &amp; Slots Game App","Entertainment","Gamesys","4.2809"
"b554","Solitaire Deluxe 16 Pack: Classic, Spider, more","Card","Mobile Deluxe","4.22801"
"b555","Earn to Die Lite","Racing","Not Doppler","4.73503"
"b556","TETRIS","Puzzle","Electronic Arts","2.72222"
"b557","MONOPOLY Bingo!","Entertainment","Storm8 Studios","4.27409"
"b558","Spider Solitaire","Card","Finger Arts","4.8117"
"b559","Slots House of Fun - Free Casino Games","Pacific-Interactive ltd","Pacific-Interactive ltd","4.64727"
"b560","Bingo!","Board","Storm8 Studios","2.08163"
"b561","Texas Holdem Poker","Sports","GeaxGame Inc","4.16802"
"b562","Zombie Road Trip","Entertainment","Noodlecake Studios Inc","4.33333"
"b563","Stupidness 3","Entertainment","Orangenose Studios","4.50574"
"b564","Major Mayhem","Action","[adult swim]","4.63636"
"b565","Thumb Drift - Furious One Touch Car Racing","Racing","SMG Studio","4.20707"
"b566","Bloons TD 5","Action","Ninja Kiwi","4.5913"
"b567","Slots","Card","Storm8 Studios","4.27485"
"b568","Bingo Blitz: Play Free Bingo &amp; Slots Games","Playtika Santa Monica","Playtika Santa Monica, LLC","4.10909"
"b569","Solitaire","Entertainment","Finger Arts","4.69747"
"b570","Solitaire Free for iPhone &amp; iPad","Card","Solebon LLC","4.74189"
"b571","Bingo Bash: Wheel of Fortune Free Bingo + Slots","Entertainment","BitRhymes Inc.","4.55238"
"b572","Slots Pharaoh's Way - The best free casino slots!","Entertainment","CERVO MEDIA GMBH","4.375"
"b573","Fragger Desert Strike","Entertainment","Miniclip.com","4.27163"
"b574","Sally's Spa Lite","Action","Games Cafe Inc.","3.10714"
"b575","Zombie Tower Shooting Defense Free - by Top Free Games","Top Free Games","Top Free Games","4.69363"
"b576","World Series of Poker - WSOP Free Texas Holdem","Entertainment","Playtika LTD","4.39811"
"b577","Solitaire","Entertainment","Brainium Studios LLC","4.51097"
"b578","Pokerist: Texas Holdem Poker Online For Free","Card","KamaGames","4.75"
"b579","Deal or No Deal","Family","iwin, Inc.","3.96026"
"b580","GSN Casino: Free Slot Machines, Bingo, Poker Games","Game Show Network","Game Show Network","4.01204"
"b581","Spider Solitaire Free by MobilityWare","Card","MobilityWare","4.70349"
"b582","LightBike Free","Racing","Pankaku Inc.","3.67213"
"b583","Blackjack Free","Card","MobilityWare","4.34244"
"b584","myVEGAS Slots - Play Free Las Vegas Casino Slots!","Casino","PlayStudios","4.74468"
"b585","DoubleDown Slots &amp; Casino Free Vegas Games!","Casino","DoubleDown Interactive B.V.","4.43168"
"b586","Big Fish Casino Free Vegas Slots &amp; Tournaments","Inc","Big Fish Games, Inc","4.53421"
"b587","Slotomania Casino Slots Games - Free Slot Machines","Casino","Playtika LTD","4.22403"
"b588","Block ity Wars: game and skin export to minecraft","Entertainment","Lora Flora","4.11376"
"b589","Office Zombie","Simulation","Fluik","4.19855"
"b590","Zynga Poker - Texas Holdem: Vegas Casino Card Game","Entertainment","Zynga Inc.","4.54624"
"b591","Solitaire","Card","MobilityWare","4.434"
"b592","Monster Truck Destruction","Action","Chillingo Ltd","3.92206"
